video_id,title,description,published_at,thumbnails,tags,category_id,view_count,like_count,comment_count,duration,definition,dimension,caption,licensed_content
kflJd26x_u8,Tracing function calls | Intro to CS - Python | Khan Academy,"How does the computer execute a function call? Learn how the computer uses stack frames to separate its memory during function execution. Trace a program step-by-step to see how arguments get passed into a function call and how return values get passed out.

View the program used in this video at: https://www.khanacademy.org/python-program/villager-greetings/5415007350603776

Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now with our Intro to Computer Science - Python course!

Course link: https://www.khanacademy.org/computing/intro-to-python-fundamentals/x5279a44ae0ab15d6:playing-games-with-functions
Course playlist: https://www.youtube.com/playlist?list=PLSQl0a2vh4HDkbhG0sDW0b-VZXykEIAe5

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help! 

Donate or volunteer today! Donate here: https://www.khanacademy.org/donate?utm_source=youtube&utm_medium=desc 

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc

TIMESTAMPS:
00:00 - 00:57 : reading the function definition
00:58 - 01:17 : global variable assignment
01:18 - 01:46 : calling the function
01:59 - 02:42 : stack frames
02:43 - 03:39 : returning a value
03:40 - 04:31 : second function call
04:32 - 05:01 : ignoring the return value
05:02 - 05:33 : terminating the program",2024-09-18T16:30:11Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/kflJd26x_u8/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/kflJd26x_u8/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/kflJd26x_u8/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/kflJd26x_u8/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/kflJd26x_u8/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,10329,161,10,PT5M34S,hd,2d,true,False
cchjwZPmlY4,Primitive data types | Intro to CS - Python | Khan Academy,"Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now with our Intro to Computer Science - Python course!

Speed through the basics of integers, floats, booleans, and strings. We can create all other types of program data by composing just these four primitive data types!

Course link: https://www.khanacademy.org/computing/intro-to-python-fundamentals/x5279a44ae0ab15d6:computational-thinking-with-variables
Course playlist: https://www.youtube.com/playlist?list=PLSQl0a2vh4HDkbhG0sDW0b-VZXykEIAe5

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help! 

Donate or volunteer today! Donate here: https://www.khanacademy.org/donate?utm_source=youtube&utm_medium=desc 

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc",2024-09-18T00:09:34Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/cchjwZPmlY4/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/cchjwZPmlY4/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/cchjwZPmlY4/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/cchjwZPmlY4/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/cchjwZPmlY4/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,9500,260,2,PT11S,hd,2d,true,False
LO21tYrTD8Y,The elements of a poem | Reading | Khan Academy,"Let's talk about how poems work! Poetry is a special kind of writing—if ordinary writing is like talking, then poetry is like singing. This video will describe the parts of poems, and how to think about them.

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help! 

Donate or volunteer today! Donate here: https://www.khanacademy.org/donate?utm_source=youtube&utm_medium=desc 

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc",2024-09-16T14:40:05Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/LO21tYrTD8Y/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/LO21tYrTD8Y/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/LO21tYrTD8Y/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/LO21tYrTD8Y/sddefault.jpg"", ""width"": 640, ""height"": 480}}","online learning, online class, video class, video tutorial, online education",27,49461,471,0,PT5M6S,hd,2d,true,False
UmNKiV7Lekk,Functions | Intro to CS - Python | Khan Academy,"How can we reuse a code routine over and over again? Learn how to use functions to package a block of code and parameters to generalize it. Learn how to write your own function definitions, and explore how the computer executes a function call.

View the program used in this video at: https://www.khanacademy.org/python-program/health-potions/4851312333602816

Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now with our Intro to Computer Science - Python course!

Course link: https://www.khanacademy.org/computing/intro-to-python-fundamentals/x5279a44ae0ab15d6:playing-games-with-functions
Course playlist: https://www.youtube.com/playlist?list=PLSQl0a2vh4HDkbhG0sDW0b-VZXykEIAe5

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help! 

Donate or volunteer today! Donate here: https://www.khanacademy.org/donate?utm_source=youtube&utm_medium=desc 

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc

TIMESTAMPS:
00:00 - 00:16 : code duplication
00:17 - 00:43 : what is a function?
00:44 - 01:10 : function inputs and outputs
01:11 - 02:24 : function definition syntax
02:25 - 03:17 : calling a function
03:18 - 03:54 : refactoring a program into functions
03:55 - 04:41 : why use functions?",2024-09-13T23:31:20Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/UmNKiV7Lekk/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/UmNKiV7Lekk/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/UmNKiV7Lekk/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/UmNKiV7Lekk/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/UmNKiV7Lekk/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,13533,216,11,PT4M41S,hd,2d,true,False
hwqLCwgo6SU,Electron configurations with the periodic table | Chemistry | Khan Academy,"Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now!

https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:atomic-models-and-periodicity/x2613d8165d88df5e:the-quantum-model/v/electron-configurations-with-the-periodic-table

The periodic table is organized by grouping elements with similar chemical properties and electron structures. An element's location on the table can be used to determine its electron configuration. By following the order of periods (rows) and blocks (s, p, d, f), you can trace how electrons fill the atom's orbitals and efficiently determine the distribution of electrons in an atom.

Sections:
00:00 - Introduction
00:45 - Periodic table layout - periods and groups
02:10 - Period and valence shell number
02:52 - s, p, d, and f block elements
04:25 - Finding the number of valence electrons
05:38 - Modified periodic table for writing electron configurations
06:14 - Electron configuration of hydrogen, helium, & lithium
07:47 - Electron configuration of carbon & chlorine
09:33 - Electron configuration of d-block elements
12:58 - Noble gas shorthand

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help!

Donate or volunteer today! Donate here: https://donate.khanacademy.org/give/419869/#!/donation/checkout

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc",2024-09-12T18:04:54Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/hwqLCwgo6SU/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/hwqLCwgo6SU/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/hwqLCwgo6SU/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/hwqLCwgo6SU/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/hwqLCwgo6SU/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,50985,570,25,PT14M39S,hd,2d,true,False
NfXITji_xw4,Molecular polarity | Chemistry | Khan Academy,"Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now!

https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:states-of-matter/x2613d8165d88df5e:electronegativity-and-bond-polarity/v/molecular-polarity

Molecular polarity is determined not just by individual polar bonds, but by the molecule’s 3D shape. Even if bonds are polar, the overall molecule may be nonpolar if the shape cancels out the dipoles. Whether a molecule is polar or not influences properties like solubility, boiling points, and intermolecular interactions.

Sections:
00:00 - Introduction
00:17 - Covalent bonds, electronegativity & polar bonds
01:55 - Why is carbon dioxide nonpolar?
03:52 - Polar bonds don't necessarily mean polar molecules!
04:34 - Why is water polar?
06:33 - ESP maps & symmetry
07:30 - Worked examples: CCl4 & CH3Cl
11:16 - Molecular polarity in larger molecules
13:07 - Intermolecular vs Intramolecular forces

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help!

Donate or volunteer today! Donate here: https://donate.khanacademy.org/give/419869/#!/donation/checkout

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc",2024-09-12T18:04:39Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/NfXITji_xw4/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/NfXITji_xw4/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/NfXITji_xw4/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/NfXITji_xw4/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/NfXITji_xw4/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,9919,186,6,PT14M24S,hd,2d,true,False
nC9i0zi1DCE,Calculations using Avogadro's number (part 2) | Chemistry | Khan Academy,"Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now!

https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:stoichiometry-and-the-mole/x2613d8165d88df5e:mole-calculations/v/calculations-using-avogadro-s-number-part-2

Practice converting from grams to moles to molecules, formula units, and atoms through these four example problems. Grams are the standard unit of mass in the laboratory, while moles are used in calculations to relate mass to the number of particles. This system of units allows for communication between the microscopic world of atoms and the macroscopic world we interact with daily.

Sections:
00:00 - Convert moles to molecules of glucose
03:07 - Convert moles to number of hydrogen atoms in glucose
06:29 - What is a formula unit?
08:40 - Convert mass to moles to formula units in CaCO3
12:49 - Calculate the number of oxygen atoms from moles of CaCO3


Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help!

Donate or volunteer today! Donate here: https://donate.khanacademy.org/give/419869/#!/donation/checkout

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc",2024-09-09T20:41:24Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/nC9i0zi1DCE/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/nC9i0zi1DCE/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/nC9i0zi1DCE/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/nC9i0zi1DCE/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/nC9i0zi1DCE/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,7069,106,5,PT14M33S,hd,2d,true,False
umWiEZ-VpRM,Calculations using Avogadro's number (part 1) | Chemistry | Khan Academy,"Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now!

https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:stoichiometry-and-the-mole/x2613d8165d88df5e:moles-and-molar-mass/v/calculations-using-avogadro-s-number-part-1

Atomic mass units (a.m.u.) are much smaller than grams and are used to measure atomic-scale masses. Avogadro's number (6.022 x 10²³) represents the quantity of particles in one mole, linking atomic masses to measurable amounts in grams. Molar mass, expressed in grams per mole, bridges these concepts, enabling the conversion between the mass of a substance and the amount in moles.

Sections:
00:00 - Introduction
00:25 - What is an Atomic mass unit (amu or u)
04:20 - Avogadro's number and the mole
08:12 - Molar mass
10:28 - Calculating the number of atoms in a sample
11:29 - Calculating the molar mass of CO2


Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help!

Donate or volunteer today! Donate here: https://donate.khanacademy.org/give/419869/#!/donation/checkout

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc",2024-09-09T20:41:03Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/umWiEZ-VpRM/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/umWiEZ-VpRM/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/umWiEZ-VpRM/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/umWiEZ-VpRM/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/umWiEZ-VpRM/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,11548,202,10,PT13M31S,hd,2d,true,False
SjzoN-RuK5I,Games and modularity | Intro to CS - Python | Khan Academy,"How do programmers build games with thousands of lines of code? Learn how programmers use modularity to break down a problem into smaller subproblems. Recognize why organizing code into modules and functions allows for better reusability, testability, and readability.

Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now with our Intro to Computer Science - Python course!

Course link: https://www.khanacademy.org/computing/intro-to-python-fundamentals/x5279a44ae0ab15d6:playing-games-with-functions
Course playlist: https://www.youtube.com/playlist?list=PLSQl0a2vh4HDkbhG0sDW0b-VZXykEIAe5

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help! 

Donate or volunteer today! Donate here: https://www.khanacademy.org/donate?utm_source=youtube&utm_medium=desc 

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc

TIMESTAMPS:
00:00 - 00:25 : thousands of lines of code
00:26 - 01:02 : breaking down a game
01:03 - 01:27 : solving a subproblem
01:28 - 01:55 : collaborating with other programmers
01:56 - 02:43 : testing individual components
02:44 - 03:41 : grouping functionality into modules
03:42 - 04:03 : writing our own functions",2024-09-07T06:05:57Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/SjzoN-RuK5I/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/SjzoN-RuK5I/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/SjzoN-RuK5I/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/SjzoN-RuK5I/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/SjzoN-RuK5I/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,11608,234,13,PT4M4S,hd,2d,true,False
KDGDLsUN8TQ,Double replacement reactions | Chemistry | Khan Academy,"Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now!

https://www.khanacademy.org/science/hs-chemistry/x2613d8165d88df5e:solutions-acids-and-bases/x2613d8165d88df5e:solubility/v/double-replacement-reactions

Double replacement reactions occur when two compounds exchange ions, forming two new compounds. The driving force in these reactions is often the formation of a precipitate, a gas, or water. A solubility chart is commonly used to predict whether a potential product will be insoluble and therefore precipitate out of solution. This allows us to determine if the reaction will actually occur.

Sections:
00:00 - Experimenting with aqueous NaCl and AgNO3
01:13 - Visual explanation of a double replacement reaction
03:13 - Are double replacement reactions also redox reactions?
04:21 - Driving force in double replacement reactions - precipitation 
05:42 - General form of double displacement reactions
06:25 - Understanding a solubility chart
07:34 - Using a solubility chart
10:35 - Acid base neutralizations

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help!

Donate or volunteer today! Donate here: https://donate.khanacademy.org/give/419869/#!/donation/checkout

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc",2024-09-04T00:00:08Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/KDGDLsUN8TQ/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/KDGDLsUN8TQ/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/KDGDLsUN8TQ/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/KDGDLsUN8TQ/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/KDGDLsUN8TQ/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,9042,165,13,PT12M12S,hd,2d,true,False
5YDKbfQUEkI,BIG Emotions! Help Kids Identify Feelings With New Lessons From Khan Academy Kids,"Life’s BIG moments come with BIG feelings! The @KhanAcademyKids team is here to help with a new set of lessons all about emotions. Open the free Khan Academy Kids app to play games that help kids manage feelings like happiness, sadness, and everything in between. Join Kodi the Bear to make a face, or practice calming scary thoughts by naming feelings. Expressive artwork, cute new emojis, and playful animations help little learners begin the journey of social-emotional development in a fun and engaging way. 

The new lessons are available for PreK-2nd grade and cover emotions like disappointment, embarrassment, excitement, boredom, and more. To see the new lessons, download the FREE Khan Academy Kids app on Apple, Google Play, or Amazon app stores and go to the Logic+ tab. 

➡️ https://go.learn.khanacademy.org/khanacademy/YouTube 

A world of emotions awaits! 😍

Visit us at https://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade. 

Questions? We’d be happy to help! Please contact our team at khankids@khanacademy.org.",2024-09-03T13:00:14Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/5YDKbfQUEkI/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/5YDKbfQUEkI/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/5YDKbfQUEkI/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/5YDKbfQUEkI/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/5YDKbfQUEkI/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","social emotional learning, emotions, feelings, early learning",27,5687,59,,PT32S,hd,2d,true,False
PXdLxfa6KAg,Five reasons to use Khan Academy's Intro to CS course #computerscience #educators,"🧑‍🏫 Hey, teachers! Looking for a computer science curriculum to use in your classroom? Try Khan Academy's new Intro to CS - Python course!

🕗 Reclaim your prep time with our extensive library of Python practice materials. Each new concept comes with in-depth instructional videos, interactive example programs, code reading exercises, worked examples, and scaffolded programming challenges. Our platform gives students instant feedback to keep them moving, so you can spend more time on the big questions and less time on the small stuff.

🐍 Check out our Intro to Computer Science - Python course now!
https://www.khanacademy.org/computing/intro-to-python-fundamentals",2024-08-28T20:08:27Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/PXdLxfa6KAg/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/PXdLxfa6KAg/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/PXdLxfa6KAg/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/PXdLxfa6KAg/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/PXdLxfa6KAg/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}",,27,10960,359,12,PT49S,hd,2d,true,True
99XW8CxKzao,Writing a quadratic function to fit data and estimate solutions | Algebra 1 (TX TEKS) | Khan Academy,"""Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now!
https://www.khanacademy.org/math/algebra-1-tx/x36b5a29ce1c3a684:investigation-and-application-of-exponential-functions/x36b5a29ce1c3a684:writing-quadratics-to-fit-data/v/writing-a-quadratic-function-to-fit-data-estimate-solutions-and-make-predictions

Practice writing quadratic functions to fit data, estimate solutions and make predictions from a table of values and application. 

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help!

Donate or volunteer today! Donate here: https://www.khanacademy.org/donate?utm_source=youtube&utm_medium=desc 

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc""",2024-08-26T19:13:14Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/99XW8CxKzao/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/99XW8CxKzao/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/99XW8CxKzao/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/99XW8CxKzao/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/99XW8CxKzao/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,7428,80,7,PT7M29S,hd,2d,true,False
2OU-pb7CCT0,Graphing arithmetic sequences | Algebra I (TX TEKS) | Khan Academy,"""Courses on Khan Academy are always 100% free. Start practicing—and saving your progress—now!
https://www.khanacademy.org/math/algebra-1-tx/x36b5a29ce1c3a684:arithmetic-and-geometric-sequences-tx-teks/x36b5a29ce1c3a684:graphing-arithmetic-and-geometric-sequences/v/graphing-arithmetic-sequences

Given the an arithmetic sequence, graph the function using a table of values. 

Khan Academy is a nonprofit organization with the mission of providing a free, world-class education for anyone, anywhere. We offer quizzes, questions, instructional videos, and articles on a range of academic subjects, including math, biology, chemistry, physics, history, economics, finance, grammar, preschool learning, and more. We provide teachers with tools and data so they can help their students develop the skills, habits, and mindsets for success in school and beyond. Khan Academy has been translated into dozens of languages, and 15 million people around the globe learn on Khan Academy every month. As a 501(c)(3) nonprofit organization, we would love your help!

Donate or volunteer today! Donate here: https://www.khanacademy.org/donate?utm_source=youtube&utm_medium=desc 

Volunteer here: https://www.khanacademy.org/contribute?utm_source=youtube&utm_medium=desc""",2024-08-26T19:11:28Z,"{""default"": {""url"": ""https://i.ytimg.com/vi/2OU-pb7CCT0/default.jpg"", ""width"": 120, ""height"": 90}, ""medium"": {""url"": ""https://i.ytimg.com/vi/2OU-pb7CCT0/mqdefault.jpg"", ""width"": 320, ""height"": 180}, ""high"": {""url"": ""https://i.ytimg.com/vi/2OU-pb7CCT0/hqdefault.jpg"", ""width"": 480, ""height"": 360}, ""standard"": {""url"": ""https://i.ytimg.com/vi/2OU-pb7CCT0/sddefault.jpg"", ""width"": 640, ""height"": 480}, ""maxres"": {""url"": ""https://i.ytimg.com/vi/2OU-pb7CCT0/maxresdefault.jpg"", ""width"": 1280, ""height"": 720}}","online learning, online class, video class, video tutorial, online education",27,4876,55,5,PT4M23S,hd,2d,true,False
